frame,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
12,0.26875,0.6731481481481482,0.26875,0.6685185185185185,0.2682291666666667,0.6675925925925926,0.2677083333333333,0.6666666666666666,0.2703125,0.6703703703703704,0.2708333333333333,0.6703703703703704,0.2713541666666667,0.6712962962962963,0.265625,0.6666666666666666,0.2703125,0.6722222222222223,0.26666666666666666,0.674074074074074,0.2682291666666667,0.6759259259259259,0.24947916666666667,0.6712962962962963,0.2671875,0.6944444444444444,0.22916666666666666,0.6888888888888889,0.2557291666666667,0.7268518518518519,0.234375,0.6962962962962963,0.253125,0.7351851851851852,0.2328125,0.7018518518518518,0.25104166666666666,0.7379629629629629,0.2359375,0.7027777777777777,0.2515625,0.7361111111111112,0.2359375,0.7027777777777777,0.2515625,0.7342592592592593,0.22604166666666667,0.737037037037037,0.23697916666666666,0.7490740740740741,0.22135416666666666,0.7759259259259259,0.24427083333333333,0.7870370370370371,0.20520833333333333,0.8083333333333333,0.22239583333333332,0.8157407407407408,0.20052083333333334,0.812962962962963,0.21510416666666668,0.8166666666666667,0.20729166666666668,0.8194444444444444,0.22291666666666668,0.8268518518518518
13,0.27239583333333334,0.6759259259259259,0.27291666666666664,0.6722222222222223,0.27291666666666664,0.6712962962962963,0.27239583333333334,0.6712962962962963,0.27447916666666666,0.6731481481481482,0.27447916666666666,0.674074074074074,0.275,0.674074074074074,0.2703125,0.6703703703703704,0.27395833333333336,0.675,0.2703125,0.6777777777777778,0.271875,0.6787037037037037,0.25416666666666665,0.6731481481481482,0.26927083333333335,0.6962962962962963,0.2359375,0.6731481481481482,0.25625,0.725,0.24166666666666667,0.6824074074074075,0.25677083333333334,0.7305555555555555,0.24375,0.6842592592592592,0.25729166666666664,0.7333333333333333,0.2453125,0.6888888888888889,0.25833333333333336,0.7314814814814815,0.24479166666666666,0.6888888888888889,0.25833333333333336,0.7305555555555555,0.22708333333333333,0.737037037037037,0.2375,0.7481481481481481,0.22552083333333334,0.7787037037037037,0.2453125,0.7861111111111111,0.2078125,0.8046296296296296,0.2234375,0.8148148148148148,0.20364583333333333,0.8074074074074075,0.2171875,0.8175925925925925,0.209375,0.8175925925925925,0.22395833333333334,0.8268518518518518
14,0.2708333333333333,0.6759259259259259,0.2713541666666667,0.6722222222222223,0.2708333333333333,0.6712962962962963,0.2703125,0.6703703703703704,0.27239583333333334,0.674074074074074,0.27291666666666664,0.674074074074074,0.2734375,0.675,0.2677083333333333,0.6703703703703704,0.27239583333333334,0.6768518518518518,0.26875,0.6777777777777778,0.2703125,0.6796296296296296,0.2515625,0.6722222222222223,0.2682291666666667,0.6990740740740741,0.2359375,0.6722222222222223,0.25677083333333334,0.7296296296296296,0.240625,0.687037037037037,0.2578125,0.7351851851851852,0.24166666666666667,0.687962962962963,0.25885416666666666,0.737037037037037,0.24375,0.6888888888888889,0.26145833333333335,0.7351851851851852,0.24270833333333333,0.6907407407407408,0.2609375,0.7351851851851852,0.22760416666666666,0.7361111111111112,0.23802083333333332,0.7481481481481481,0.22395833333333334,0.7768518518518519,0.24583333333333332,0.787962962962963,0.2046875,0.8083333333333333,0.2265625,0.8166666666666667,0.19947916666666668,0.812962962962963,0.22135416666666666,0.8185185185185185,0.2078125,0.8157407407407408,0.22604166666666667,0.8287037037037037
15,0.271875,0.6759259259259259,0.27239583333333334,0.6712962962962963,0.271875,0.6703703703703704,0.2713541666666667,0.6694444444444444,0.2734375,0.6731481481481482,0.27395833333333336,0.674074074074074,0.27447916666666666,0.675,0.26875,0.6703703703703704,0.2734375,0.6777777777777778,0.26979166666666665,0.6777777777777778,0.2713541666666667,0.6805555555555556,0.253125,0.6731481481481482,0.26875,0.7027777777777777,0.2375,0.6759259259259259,0.25625,0.7342592592592593,0.24479166666666666,0.6814814814814815,0.2609375,0.7435185185185185,0.24635416666666668,0.6824074074074075,0.2630208333333333,0.7472222222222222,0.24895833333333334,0.6833333333333333,0.26458333333333334,0.7444444444444445,0.2484375,0.6842592592592592,0.2635416666666667,0.7398148148148148,0.22864583333333333,0.7351851851851852,0.2390625,0.7490740740740741,0.22291666666666668,0.7759259259259259,0.246875,0.7861111111111111,0.20260416666666667,0.8101851851851852,0.2296875,0.8157407407407408,0.1984375,0.8148148148148148,0.225,0.8194444444444444,0.20677083333333332,0.812037037037037,0.23333333333333334,0.8277777777777777
16,0.278125,0.6777777777777778,0.2791666666666667,0.6731481481481482,0.2786458333333333,0.6722222222222223,0.278125,0.6712962962962963,0.28020833333333334,0.6759259259259259,0.28072916666666664,0.6759259259259259,0.28125,0.6768518518518518,0.2760416666666667,0.6722222222222223,0.28072916666666664,0.6796296296296296,0.2760416666666667,0.6796296296296296,0.27708333333333335,0.6824074074074075,0.2598958333333333,0.6759259259259259,0.275,0.7037037037037037,0.24479166666666666,0.6814814814814815,0.2609375,0.7351851851851852,0.2557291666666667,0.6861111111111111,0.2635416666666667,0.7453703703703703,0.2578125,0.6861111111111111,0.2640625,0.7490740740740741,0.2609375,0.6861111111111111,0.26614583333333336,0.7462962962962963,0.25885416666666666,0.6888888888888889,0.265625,0.7425925925925926,0.22916666666666666,0.7388888888888889,0.240625,0.7518518518518519,0.21927083333333333,0.775,0.24791666666666667,0.7842592592592592,0.19583333333333333,0.8092592592592592,0.2265625,0.8166666666666667,0.1921875,0.8157407407407408,0.22083333333333333,0.8194444444444444,0.19635416666666666,0.812962962962963,0.22552083333333334,0.8277777777777777
17,0.275,0.6787037037037037,0.2755208333333333,0.6731481481481482,0.275,0.6722222222222223,0.27447916666666666,0.6712962962962963,0.2765625,0.6759259259259259,0.27708333333333335,0.6768518518518518,0.27760416666666665,0.6777777777777778,0.27291666666666664,0.6722222222222223,0.27708333333333335,0.6805555555555556,0.2734375,0.6805555555555556,0.27447916666666666,0.6824074074074075,0.2578125,0.6768518518518518,0.27291666666666664,0.7074074074074074,0.24375,0.6814814814814815,0.2604166666666667,0.7398148148148148,0.2546875,0.687037037037037,0.26458333333333334,0.7509259259259259,0.25677083333333334,0.6842592592592592,0.2671875,0.7555555555555555,0.25885416666666666,0.687037037037037,0.26875,0.7518518518518519,0.25677083333333334,0.6898148148148148,0.26666666666666666,0.7472222222222222,0.23072916666666668,0.7379629629629629,0.2421875,0.7527777777777778,0.2203125,0.7731481481481481,0.24895833333333334,0.7861111111111111,0.19791666666666666,0.8083333333333333,0.23177083333333334,0.8175925925925925,0.19479166666666667,0.8157407407407408,0.228125,0.8203703703703704,0.196875,0.812962962962963,0.23072916666666668,0.8305555555555556
18,0.2734375,0.6796296296296296,0.2734375,0.674074074074074,0.27291666666666664,0.6731481481481482,0.27239583333333334,0.6731481481481482,0.27447916666666666,0.6768518518518518,0.275,0.6777777777777778,0.2755208333333333,0.6777777777777778,0.2703125,0.674074074074074,0.27447916666666666,0.6805555555555556,0.2713541666666667,0.6814814814814815,0.27291666666666664,0.6833333333333333,0.25677083333333334,0.6787037037037037,0.2713541666666667,0.7083333333333334,0.24635416666666668,0.6842592592592592,0.2598958333333333,0.7416666666666667,0.25416666666666665,0.6907407407407408,0.26458333333333334,0.7537037037037037,0.2557291666666667,0.687037037037037,0.26666666666666666,0.7583333333333333,0.25833333333333336,0.687962962962963,0.2677083333333333,0.7546296296296297,0.2578125,0.6898148148148148,0.26614583333333336,0.7509259259259259,0.2328125,0.7388888888888889,0.24375,0.7537037037037037,0.22083333333333333,0.7759259259259259,0.2484375,0.7898148148148149,0.19895833333333332,0.8092592592592592,0.2328125,0.8231481481481482,0.19479166666666667,0.8166666666666667,0.22864583333333333,0.825925925925926,0.19895833333333332,0.812962962962963,0.23333333333333334,0.8324074074074074
19,0.2786458333333333,0.6805555555555556,0.2786458333333333,0.675,0.278125,0.675,0.27760416666666665,0.674074074074074,0.2791666666666667,0.6777777777777778,0.2791666666666667,0.6787037037037037,0.2791666666666667,0.6796296296296296,0.2755208333333333,0.675,0.278125,0.6814814814814815,0.2765625,0.6824074074074075,0.27760416666666665,0.6842592592592592,0.26145833333333335,0.6805555555555556,0.27447916666666666,0.7092592592592593,0.25052083333333336,0.6861111111111111,0.26145833333333335,0.7425925925925926,0.26145833333333335,0.6925925925925925,0.2708333333333333,0.7574074074074074,0.2640625,0.6916666666666667,0.27395833333333336,0.7638888888888888,0.26614583333333336,0.6925925925925925,0.275,0.7601851851851852,0.265625,0.6944444444444444,0.27447916666666666,0.7574074074074074,0.2359375,0.7425925925925926,0.24583333333333332,0.7583333333333333,0.22291666666666668,0.7768518518518519,0.25,0.7907407407407407,0.1984375,0.8055555555555556,0.23177083333333334,0.8240740740740741,0.19375,0.8111111111111111,0.2265625,0.8287037037037037,0.19791666666666666,0.8111111111111111,0.23020833333333332,0.8342592592592593
20,0.27708333333333335,0.6833333333333333,0.27708333333333335,0.6787037037037037,0.2765625,0.6777777777777778,0.2760416666666667,0.6768518518518518,0.27760416666666665,0.6805555555555556,0.278125,0.6814814814814815,0.278125,0.6824074074074075,0.27447916666666666,0.6787037037037037,0.2765625,0.6842592592592592,0.2755208333333333,0.6851851851851852,0.2765625,0.687962962962963,0.2625,0.687962962962963,0.27239583333333334,0.712037037037037,0.25,0.700925925925926,0.2604166666666667,0.7453703703703703,0.26145833333333335,0.6935185185185185,0.2713541666666667,0.7592592592592593,0.2625,0.6898148148148148,0.27447916666666666,0.7657407407407407,0.265625,0.6925925925925925,0.2760416666666667,0.762962962962963,0.26510416666666664,0.6944444444444444,0.275,0.7601851851851852,0.2375,0.7481481481481481,0.24479166666666666,0.762962962962963,0.2234375,0.7796296296296297,0.24895833333333334,0.7935185185185185,0.19895833333333332,0.8018518518518518,0.2328125,0.8268518518518518,0.19322916666666667,0.8046296296296296,0.228125,0.8314814814814815,0.196875,0.812037037037037,0.22916666666666666,0.8398148148148148
21,0.278125,0.6851851851851852,0.27708333333333335,0.6805555555555556,0.27708333333333335,0.6796296296296296,0.2765625,0.6787037037037037,0.27760416666666665,0.6824074074074075,0.27708333333333335,0.6833333333333333,0.27708333333333335,0.6842592592592592,0.27395833333333336,0.6805555555555556,0.2755208333333333,0.6861111111111111,0.2760416666666667,0.687037037037037,0.2765625,0.6898148148148148,0.2609375,0.687962962962963,0.2713541666666667,0.7166666666666667,0.2484375,0.6861111111111111,0.259375,0.7490740740740741,0.25625,0.6888888888888889,0.2708333333333333,0.7638888888888888,0.25677083333333334,0.687962962962963,0.27291666666666664,0.7703703703703704,0.259375,0.6898148148148148,0.27395833333333336,0.7657407407407407,0.25885416666666666,0.6907407407407408,0.2734375,0.7638888888888888,0.23854166666666668,0.7490740740740741,0.24427083333333333,0.762962962962963,0.22395833333333334,0.7814814814814814,0.25,0.7972222222222223,0.20104166666666667,0.8009259259259259,0.23489583333333333,0.8287037037037037,0.19479166666666667,0.8027777777777778,0.23072916666666668,0.8333333333333334,0.19947916666666668,0.8138888888888889,0.23177083333333334,0.8462962962962963
22,0.28072916666666664,0.687037037037037,0.2796875,0.6833333333333333,0.2796875,0.6824074074074075,0.2796875,0.6824074074074075,0.2786458333333333,0.6842592592592592,0.278125,0.6851851851851852,0.27708333333333335,0.6861111111111111,0.2760416666666667,0.6824074074074075,0.275,0.687037037037037,0.2791666666666667,0.6898148148148148,0.278125,0.6916666666666667,0.2635416666666667,0.6898148148148148,0.2677083333333333,0.7175925925925926,0.2557291666666667,0.6907407407407408,0.2604166666666667,0.7509259259259259,0.2630208333333333,0.6944444444444444,0.2734375,0.7657407407407407,0.26458333333333334,0.6935185185185185,0.2755208333333333,0.7712962962962963,0.265625,0.6944444444444444,0.2765625,0.7685185185185185,0.26510416666666664,0.6962962962962963,0.2760416666666667,0.7657407407407407,0.24010416666666667,0.7509259259259259,0.24322916666666666,0.7601851851851852,0.22552083333333334,0.7824074074074074,0.25052083333333336,0.7962962962962963,0.2015625,0.7981481481481482,0.23489583333333333,0.8287037037037037,0.1953125,0.799074074074074,0.23125,0.8314814814814815,0.2,0.8157407407407408,0.23072916666666668,0.8481481481481481
23,0.28177083333333336,0.6888888888888889,0.28125,0.6842592592592592,0.28125,0.6842592592592592,0.28125,0.6842592592592592,0.28020833333333334,0.6861111111111111,0.2791666666666667,0.6861111111111111,0.2786458333333333,0.6861111111111111,0.278125,0.6842592592592592,0.275,0.687037037037037,0.28072916666666664,0.6907407407407408,0.2791666666666667,0.6925925925925925,0.26927083333333335,0.6990740740740741,0.26510416666666664,0.7092592592592593,0.26197916666666665,0.7268518518518519,0.2609375,0.75,0.26979166666666665,0.7527777777777778,0.2734375,0.7657407407407407,0.27239583333333334,0.7555555555555555,0.2765625,0.7712962962962963,0.2734375,0.7537037037037037,0.27708333333333335,0.7685185185185185,0.27291666666666664,0.7546296296296297,0.2765625,0.7657407407407407,0.24375,0.7518518518518519,0.24375,0.7555555555555555,0.228125,0.7842592592592592,0.2515625,0.7944444444444444,0.20260416666666667,0.7981481481481482,0.23489583333333333,0.8287037037037037,0.19583333333333333,0.7962962962962963,0.23072916666666668,0.8296296296296296,0.20052083333333334,0.8175925925925925,0.2296875,0.8490740740740741
